Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
My First Dollhouse,DS,2010,Misc,505 Games,0.1,0.0,0.0,0.01,0.1,,,,,505 Games,Everyone
Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
Science Papa,DS,2009,Misc,Activision,0.09,0.01,0.0,0.01,0.1,,,,,Activision,Everyone
The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,59.0,34,7.9,16,Page 44 Studios,Mature
American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,0.1,0.0,0.0,0.01,0.1,,,,,Webfoot Technologies,Everyone
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Jikkyou Powerful Pro Yakyuu 10,GC,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,0.1,0.0,0.0,0.01,0.1,,,,,Coldwood Interactive,Everyone
Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,70.0,21,8.5,10,Acclaim,Teen
F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,70.0,15,7.7,15,Electronic Arts,Everyone
Pariah,XB,2005,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,70.0,52,7.4,19,Digital Extremes,Mature
Cabela's Outdoor Adventures,XB,2005,Sports,Zoo Digital Publishing,0.08,0.02,0.0,0.0,0.1,,,,,FUN Labs,Teen
Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,76.0,56,5.1,15,SNK,Teen
World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,0.1,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,,,,,Deibus Studios,Teen
Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56.0,13,3.4,46,"Deep Silver, Keen Games",Mature
Yoostar2,PS3,2011,Misc,Unknown,0.04,0.04,0.0,0.02,0.1,54.0,15,,,Blitz Games Studios,Teen
Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,79.0,22,6.5,33,KCET,Everyone
Banjo-Pilot,GBA,2005,Racing,THQ,0.07,0.03,0.0,0.0,0.1,68.0,22,5.9,9,Rare Ltd.,Everyone
Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,69.0,15,8.3,8,Tecmo,Everyone
Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1,81.0,65,7.3,1170,InXile Entertainment,Mature
The First Templar,X360,2011,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.1,52.0,21,6.3,26,Haemimont,Teen
Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.1,81.0,49,8.3,62,SCE Japan Studio,Everyone
Digimon Story: Lost Evolution,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,54.0,17,4.0,5,Hudson Soft,Everyone
Princess Debut,DS,2008,Misc,Cave,0.1,0.0,0.0,0.01,0.1,71.0,6,7.4,7,Cave,Everyone
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0.0,0.1,0.0,0.01,0.1,74.0,9,4.4,239,Konami,Everyone
Despicable Me: The Game,PS2,2010,Platform,D3Publisher,0.05,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,83.0,30,9.3,19,Swingin' Ape,Teen
Etrian Odyssey II: Heroes of Lagaard,3DS,2014,Role-Playing,Atlus,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,0.08,0.02,0.0,0.0,0.1,81.0,28,8.5,15,Ubisoft Montreal,Mature
Escape From Monkey Island,PS2,2001,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,84.0,21,8.2,11,LucasArts,Teen
Disney's Chicken Little: Ace In Action,Wii,,Shooter,Disney Interactive Studios,0.09,0.0,0.0,0.01,0.1,72.0,8,,,Avalanche Software,Everyone 10+
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.1,61.0,9,7.8,6,Artificial Mind and Movement,Everyone 10+
Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,0.1,0.0,0.0,0.01,0.1,,,,,Powerhead Games,Everyone
Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,0.1,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,,,,,Ludia Inc.,Everyone
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.06,0.03,0.0,0.01,0.1,,,,,Unknown,Unknown
Power Rangers: Super Legends,DS,2007,Action,Disney Interactive Studios,0.08,0.02,0.0,0.01,0.1,,,,,Unknown,Unknown
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Kidou Senshi Gundam UC,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,61.0,23,7.4,10,Page 44 Studios,Everyone
Corvette Evolution GT,DS,2008,Racing,Black Bean Games,0.1,0.0,0.0,0.01,0.1,,,,,Jack of All Games,Everyone
Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,78.0,17,8.6,10,SCEE,Teen
Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,78.0,15,9.3,23,Magic Pockets,Teen
Syberia,XB,2003,Action,Microids,0.08,0.02,0.0,0.0,0.1,72.0,17,7.0,5,Microids,Teen
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,72.0,7,0.6,24,Frontier Developments,Everyone 10+
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,66.0,9,6.0,5,Ubisoft Shanghai,Everyone
G1 Jockey 3,PS2,2002,Sports,THQ,0.02,0.01,0.07,0.0,0.1,71.0,12,9.0,10,Koei/Inis,Everyone
Family Fun Football,Wii,2009,Sports,Tecmo Koei,0.1,0.0,0.0,0.01,0.1,,,,,"Seamless Entertainment, Inc.",Everyone
Atsumare! Power Pro Kun no DS Koushien,DS,,Sports,Unknown,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Exit DS,DS,2008,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,64.0,25,6.7,6,Moss,Everyone
Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Little Battlers eXperience W,3DS,2013,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1,76.0,26,9.2,21,Sting,Teen
Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,52.0,23,6.5,30,Gaijin Entertainment,Mature
Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1,73.0,17,7.9,18,Sting,Teen
Top Gun: Combat Zones,GBA,2004,Simulation,Mastiff,0.07,0.03,0.0,0.0,0.1,,,,,Unknown,Unknown
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,0.03,0.02,0.05,0.01,0.1,,,,,Unknown,Unknown
"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,51.0,25,,,Backbone Entertainment,Teen
Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,72.0,28,7.5,14,Taito Corporation,Teen
Doko Demo Issho,PSP,2004,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0.0,0.01,0.1,66.0,44,8.3,57,Petroglyph,Teen
Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,0.09,0.01,0.0,0.01,0.1,,,,,WayForward,Everyone
Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,0.05,0.05,0.0,0.01,0.1,,,,,"Joindots, Mastertronic",Everyone
Beyond Good & Evil,XB,2003,Adventure,Ubisoft,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,51.0,45,6.2,24,Namco,Mature
Just In Time Translations,DS,2009,Misc,THQ,0.1,0.0,0.0,0.01,0.1,,,,,THQ,Everyone
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0.0,0.0,0.1,0.01,0.1,,,,,Unknown,Unknown
Vandal Hearts II,PS,1999,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Samurai Warriors Chronicles 2nd,3DS,2012,Action,Ubisoft Annecy,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Rome: Total War,PC,2004,Strategy,Activision,0.0,0.09,0.0,0.02,0.1,92.0,58,9.1,1050,Creative Assembly,Teen
Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0.0,0.01,0.1,87.0,83,7.6,896,id Software,Mature
WireWay,DS,2009,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1,62.0,9,,,Konami,Everyone
Astro Boy: The Video Game,DS,2009,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1,34.0,9,,,Art,Everyone
Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.1,59.0,5,,,Black Lantern Studios,Everyone
Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0.0,0.01,0.1,54.0,9,5.3,17,Milestone S.r.l,Everyone
Culdcept DS,DS,2008,Strategy,Sega,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0.0,0.0,0.01,0.1,72.0,7,3.4,27,Eutechnyx,Everyone
How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.06,0.0,0.02,0.1,,,,,Torus Games,Everyone 10+
JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39.0,32,5.6,34,FeelPlus,Mature
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,0.09,0.01,0.0,0.01,0.1,,,,,Unknown,Unknown
Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0.0,0.0,0.1,84.0,33,8.1,19,Codemasters,Everyone
The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Monster Jam: Maximum Destruction,GBA,2002,Racing,Ubisoft,0.07,0.03,0.0,0.0,0.1,58.0,8,,,UDS,Everyone
FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,60.0,21,8.0,9,EA Canada,Everyone
Weiss Schwarz Portable,PSP,2011,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,0.09,0.01,0.0,0.01,0.1,,,,,High Voltage Software,Everyone
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0.0,0.01,0.1,77.0,10,5.7,30,Maxis,Teen
Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Dungeons & Dragons Tactics,PSP,2007,Strategy,Atari,0.09,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
X-Men: Children of the Atom,PS,1998,Fighting,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0.0,0.0,0.1,63.0,11,6.2,5,Climax Group,Everyone
America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0.0,0.0,0.01,0.1,,,,,Arts Software,Everyone 10+
Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,68.0,34,7.2,13,Midway,Mature
Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1,,,,,Knowledge Adventure Inc.,Everyone
Blue Stinger,DC,1999,Adventure,Activision,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Shellshock,PS,1995,Action,Core Design Ltd.,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Miami Law,DS,2009,Adventure,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,56.0,14,8.8,4,Hudson Entertainment,Teen
Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,0.09,0.0,0.0,0.01,0.1,60.0,6,,,Raylight Studios,Everyone
Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,80.0,26,8.7,13,Capcom,Teen
Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1,70.0,13,7.6,7,High Voltage Software,Mature
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007,Misc,Paon,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
PictoImage,DS,2007,Puzzle,Sega,0.09,0.0,0.0,0.01,0.1,61.0,11,,,Sega,Everyone
Urban Chaos,PS,1999,Action,Eidos Interactive,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,0.06,0.03,0.0,0.01,0.1,,,,,Behaviour Interactive,Everyone 10+
Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007,Misc,Shogakukan,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
PDC World Championship Darts: Pro Tour,PS3,2010,Sports,O-Games,0.0,0.08,0.0,0.02,0.1,,,,,Unknown,Unknown
Heavy Fire: Afghanistan,Wii,2011,Shooter,Mastiff,0.09,0.0,0.0,0.01,0.1,,,,,Teyon,Teen
Freaky Flyers,PS2,2003,Racing,Midway Games,0.05,0.04,0.0,0.01,0.1,66.0,20,,,Midway Studios - San Diego,Teen
Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1,75.0,21,8.9,23,"Monolith Soft, Namco Bandai Games",Teen
E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,57.0,28,7.2,6,Yuke's,Teen
Football Manager 2014,PSV,2013,Sports,Sega,0.0,0.08,0.0,0.02,0.1,,,,,Unknown,Unknown
Dark Summit,XB,2001,Sports,THQ,0.08,0.02,0.0,0.0,0.1,71.0,26,,,Radical Entertainment,Teen
Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Flushed Away,DS,2006,Platform,D3Publisher,0.09,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,85.0,18,8.4,7,EA Sports,Everyone
Hakuouki Portable,PSP,2009,Adventure,Idea Factory,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Surf's Up,X360,2007,Sports,Ubisoft,0.09,0.0,0.0,0.01,0.1,61.0,15,6.1,9,Ubisoft,Everyone 10+
Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,0.0,0.08,0.0,0.02,0.1,,,,,Unknown,Unknown
Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0.0,0.01,0.1,,,,,Activision,Everyone
X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0.0,0.0,0.1,53.0,38,8.1,7,"Z-Axis, Ltd.",Teen
RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1,58.0,27,8.2,9,Digital Mayhem,Mature
Digimon Adventure,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Backyard Baseball '10,Wii,2009,Sports,Atari,0.09,0.0,0.0,0.01,0.1,,,,,Farsight Studios,Everyone
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,17,6.3,39,5TH Cell,Everyone 10+
The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,52.0,19,4.2,6,Artificial Mind and Movement,Everyone 10+
Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0.0,0.0,0.1,62.0,24,7.9,8,Pivotal Games,Mature
Minority Report: Everybody Runs,GC,2002,Action,Activision,0.08,0.02,0.0,0.0,0.1,53.0,19,,,Treyarch,Teen
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58.0,16,6.8,8,Tecmo,Everyone 10+
Football Director DS,DS,2008,Sports,Pinnacle,0.0,0.1,0.0,0.0,0.1,,,,,Unknown,Unknown
Project Hacker: Kakusei,DS,2006,Action,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
SimAnimals Africa,DS,2009,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,0.1,,,,,Electronic Arts,Everyone
Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,66.0,8,,,Blitz Games Studios,Teen
Terraria,PSV,2013,Action,Screenlife,0.0,0.01,0.09,0.0,0.1,85.0,17,7.8,112,Engine Software,Teen
Guitar Hero: Van Halen,PS2,2009,Misc,Activision,0.05,0.04,0.0,0.01,0.1,,,,,Neversoft Entertainment,Teen
The Whispered World,PC,2009,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1,70.0,41,7.6,77,Daedalic Entertainment,Everyone
Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Disney's The Haunted Mansion,GC,2003,Platform,Take-Two Interactive,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.09,0.01,0.0,0.01,0.1,,,5.1,8,Behaviour Interactive,Everyone 10+
Water Sports,Wii,2009,Action,Avanquest,0.05,0.04,0.0,0.01,0.1,,,,,Activision,Everyone
Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,53.0,11,6.5,4,Dreamcatcher,Teen
KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,0.07,0.0,0.02,0.01,0.1,,,,,Unknown,Unknown
Darius Gaiden,SAT,1995,Shooter,Acclaim Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,0.1,65.0,12,7.0,5,Hudson Soft,Everyone 10+
All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,0.08,0.02,0.0,0.0,0.1,76.0,31,8.1,9,Sega AM2,Everyone
Draglade,DS,2007,Fighting,505 Games,0.09,0.0,0.0,0.01,0.1,71.0,23,7.5,4,Dimps Corporation,Everyone 10+
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,7,6.2,20,5TH Cell,Everyone 10+
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,0.09,0.0,0.0,0.01,0.1,,,,,Bethesda Softworks,Mature
You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,0.06,0.04,0.0,0.01,0.1,82.0,6,,,Jellyvision,Everyone
3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,76.0,16,7.8,22,Genki,Teen
Lord of Apocalypse,PSV,2011,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.09,0.0,0.0,0.01,0.1,,,,,Santa Cruz Games,Everyone
Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Dancing on Ice,Wii,2010,Sports,Ghostlight,0.0,0.09,0.0,0.01,0.1,,,,,Unknown,Unknown
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1,41.0,19,5.3,37,Gust,Everyone 10+
The Destiny of Zorro,Wii,2009,Action,505 Games,0.09,0.0,0.0,0.01,0.1,,,,,Pronto Games,Everyone 10+
Sword & Sorcery,SAT,1996,Role-Playing,Micro Cabin,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0.0,0.0,0.1,33.0,11,6.3,6,Saffire,Teen
Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0.0,0.01,0.1,65.0,11,7.5,4,Beenox,Everyone
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.0,0.03,0.07,0.01,0.1,65.0,12,7.8,63,Frima Studio,Mature
Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,0.09,0.0,0.0,0.01,0.1,,,6.8,17,"RED Entertainment, Compile Heart",Teen
HOP,DS,2011,Platform,505 Games,0.08,0.01,0.0,0.01,0.1,,,,,Unknown,Unknown
USA Today Puzzle Craze,DS,2009,Puzzle,Destineer,0.09,0.0,0.0,0.01,0.1,,,,,Destineer,Everyone
Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Truth or Lies,Wii,2010,Misc,THQ,0.04,0.05,0.0,0.01,0.1,,,,,THQ,Teen
Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0.0,0.0,0.1,80.0,15,8.0,5,Treyarch,Everyone
My Healthy Cooking Coach,DS,,Simulation,Unknown,0.09,0.0,0.0,0.01,0.1,,,,,Ubisoft,Everyone
SNK vs. Capcom: SVC Chaos,XB,2004,Fighting,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49.0,35,3.1,45,EA Tiburon,Everyone
Master of the Monster Lair,DS,2007,Role-Playing,Rising Star Games,0.09,0.0,0.0,0.01,0.1,56.0,8,,,Global A,Everyone 10+
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.1,37.0,5,4.1,33,EA Bright Light,Teen
Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,25.0,4,3.5,4,FrontLine Studios,Everyone
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0.0,0.01,0.1,49.0,9,8.0,11,High Voltage Software,Everyone 10+
Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Resident Evil: Revelations 2,XOne,2015,Action,Capcom,0.07,0.02,0.0,0.01,0.1,75.0,22,7.5,106,Capcom,Mature
Thief (2014),PC,2014,Action,Square Enix,0.0,0.09,0.0,0.01,0.1,,,,,Unknown,Unknown
Vanishing Point,PS,2001,Racing,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,68.0,11,,,Clockwork Games,Everyone
Dragonseeds,PS,1998,Action,Jaleco,0.03,0.02,0.04,0.01,0.1,,,,,Unknown,Unknown
